"DaysSinceEpoch","Year","Month","Day","CashInSettlement","CashInOut","Dividends","SecuritiesClosingValue","SecuritiesOpeningCost","EquityValueWithLoan","YesterdaysEquityValueWithLoan","OpeningCashBalance","SecuritiesOpeningValue","MarginCall","BenchmarkValue"
"14280","2009","2","5","0","0","0","143301.41","-160937.78","145740.42","141833.12","2439.01","138438.91","false","845.85"
"14281","2009","2","6","0","0","0","147761.98","-160937.78","150200.99","145740.42","2439.01","143299.88","false","868.6"
"14284","2009","2","9","0","33.77","0","147455.47","-160937.78","149928.25","150200.99","2439.01","148218.08","false","869.89"
"14285","2009","2","10","0","0","0","140266.38","-160937.78","142739.16","149928.25","2472.78","146481.45","false","827.16"
"14286","2009","2","11","0","0","0","141843.27","-160937.78","144316.05","142739.16","2472.78","141990.31","false","833.74"
"14287","2009","2","12","0","0","0","142013.53","-160937.78","144486.31","144316.05","2472.78","139300.85","false","835.19"
"14288","2009","2","13","0","21.45","0","141574.72","-160937.78","144068.95","144486.31","2472.78","142141.71","false","826.84"
"14291","2009","2","16","0","0","0","141574.72","-160937.78","144068.95","144068.95","2494.23","142141.71","false","826.84"
"14292","2009","2","17","0","49.4","0","134284.65","-160937.78","136828.28","144068.95","2494.23","136713.97","false","789.17"
"14293","2009","2","18","0","0","0","133854.51","-160937.78","136398.14","136828.28","2543.63","135345.2","false","788.42"
"14294","2009","2","19","0","0","0","134357.26","-160937.78","136900.89","136398.14","2543.63","136158.63","false","778.94"
"14295","2009","2","20","0","0","0","132479.9","-160937.78","135023.53","136900.89","2543.63","131808.06","false","770.05"
"14298","2009","2","23","0","0","0","127204.18","-160937.78","129747.81","135023.53","2543.63","133869.02","false","743.33"
"14299","2009","2","24","0","0","0","132845.68","-160937.78","135389.31","129747.81","2543.63","127749.68","false","773.14"
"14300","2009","2","25","0","0","0","130562.84","-160937.78","133106.47","135389.31","2543.63","131736.5","false","764.9"
"14301","2009","2","26","0","0","0","128525.56","-160937.78","131069.19","133106.47","2543.63","132121.72","false","752.83"
"14302","2009","2","27","0","0","0","127641.11","-160937.78","130184.74","131069.19","2543.63","125383","false","735.09"
"14305","2009","3","2","0","79.51","0","119977.79","-160937.78","122600.93","130184.74","2543.63","124857.35","false","700.82"
"14306","2009","3","3","0","0","0","120119.02","-160937.78","122742.16","122600.93","2623.14","121878.89","false","696.33"
"14307","2009","3","4","0","0","0","125834.36","-160937.78","128457.5","122742.16","2623.14","123320.88","false","712.87"
"14308","2009","3","5","0","0","0","120532.46","-160937.78","123155.6","128457.5","2623.14","123076.32","false","682.55"
"14309","2009","3","6","0","0","0","119838.55","-160937.78","122461.69","123155.6","2623.14","121564.54","false","683.38"
"14312","2009","3","9","0","0","0","119422.24","-160937.78","122045.38","122461.69","2623.14","118016.51","false","676.53"
"14313","2009","3","10","0","0","0","126852.8","-160937.78","129475.94","122045.38","2623.14","122175.4","false","719.6"
"14314","2009","3","11","0","0","0","128205.65","-160937.78","130828.79","129475.94","2623.14","127628.21","false","721.36"
"14315","2009","3","12","0","21.71","0","132523","-160937.78","135167.85","130828.79","2623.14","127906.95","false","750.74"
"14316","2009","3","13","0","0","0","133259.38","-160937.78","135904.23","135167.85","2644.85","133315.69","false","756.55"
"14319","2009","3","16","0","0","0","132745.93","-160937.78","135390.78","135904.23","2644.85","133792.5","false","753.89"
"14320","2009","3","17","0","0","0","137161.51","-160937.78","139806.36","135390.78","2644.85","132952.53","false","778.12"
"14321","2009","3","18","0","0","0","139570.12","-160937.78","142214.97","139806.36","2644.85","135939.8","false","794.35"
"14322","2009","3","19","0","0","0","140745.04","-160937.78","143389.89","142214.97","2644.85","142237.44","false","784.04"
"14323","2009","3","20","0","59.29","0","136099.96","-160937.78","138804.1","143389.89","2644.85","140963.04","false","768.54"
"14326","2009","3","23","0","0","0","145711.2","-160937.78","148415.34","138804.1","2704.14","140256.22","false","822.92"
"14327","2009","3","24","0","0","0","143105.8","-160937.78","145809.94","148415.34","2704.14","143650.24","false","806.25"
"14328","2009","3","25","0","9.44","0","143381.14","-160937.78","146094.72","145809.94","2704.14","143874.55","false","813.88"
"14329","2009","3","26","0","0","0","147768.56","-160937.78","150482.14","146094.72","2713.58","145156.42","false","832.86"
"14330","2009","3","27","0","0","0","144480.23","-160937.78","147193.81","150482.14","2713.58","145674.45","false","815.94"
"14333","2009","3","30","0","0","0","138818.35","-160937.78","141531.93","147193.81","2713.58","141191.41","false","787.53"
"14334","2009","3","31","0","0","0","139285.34","-160937.78","141998.92","141531.93","2713.58","140423.75","false","797.87"
"14335","2009","4","1","0","87.75","0","142277.03","-160937.78","145078.36","141998.92","2713.58","137180.5","false","811.08"
"14336","2009","4","2","0","0","0","148797.84","-160937.78","151599.17","145078.36","2801.33","146013.25","false","834.38"
"14337","2009","4","3","0","0","0","151019.34","-160937.78","153820.67","151599.17","2801.33","148612.67","false","842.5"
"14340","2009","4","6","0","0","0","148910.18","-160937.78","151711.51","153820.67","2801.33","148863.2","false","835.48"
"14341","2009","4","7","0","0","0","145158.48","-160937.78","147959.81","151711.51","2801.33","146190.24","false","815.55"
"14342","2009","4","8","0","0","0","147919.98","-160937.78","150721.31","147959.81","2801.33","145770.28","false","825.16"
"14343","2009","4","9","0","0","0","154283.98","-160937.78","157085.31","150721.31","2801.33","151701.94","false","856.56"
"14344","2009","4","10","0","0","0","154283.98","-160937.78","157085.31","157085.31","2801.33","151701.94","false","856.56"
"14347","2009","4","13","0","23.52","0","153525.76","-160937.78","156350.61","157085.31","2801.33","152902.94","false","858.73"
"14348","2009","4","14","0","0","0","151752.42","-160937.78","154577.27","156350.61","2824.85","152271.1","false","841.5"
"14349","2009","4","15","0","71.28","0","152765.37","-160937.78","155661.5","154577.27","2824.85","150963.51","false","852.06"
"14350","2009","4","16","0","17.8","0","156781.25","-160937.78","159695.18","155661.5","2896.13","154240.73","false","865.3"
"14351","2009","4","17","0","0","0","157722.27","-160937.78","160636.2","159695.18","2913.93","157071","false","869.6"
"14354","2009","4","20","0","0","0","150386.52","-160937.78","153300.45","160636.2","2913.93","154607.01","false","832.39"
"14355","2009","4","21","0","0","0","154408.91","-160937.78","157322.84","153300.45","2913.93","149099.96","false","850.08"
"14356","2009","4","22","0","0","0","156059.47","-160937.78","158973.4","157322.84","2913.93","152688.51","false","843.55"
"14357","2009","4","23","0","0","0","156726.05","-160937.78","159639.98","158973.4","2913.93","156705.13","false","851.92"
"14358","2009","4","24","0","0","0","161229.36","-160937.78","164143.29","159639.98","2913.93","158451.94","false","866.23"
"14361","2009","4","27","0","0","0","157517.31","-160937.78","160431.24","164143.29","2913.93","158091.01","false","857.51"
"14362","2009","4","28","0","0","0","156882.4","-160937.78","159796.33","160431.24","2913.93","155540.85","false","855.16"
"14363","2009","4","29","0","29.75","0","160114.8","-160937.78","163058.48","159796.33","2913.93","157792.28","false","873.64"
"14364","2009","4","30","0","24.99","0","160852.39","-160937.78","163821.06","163058.48","2943.68","161710.62","false","872.81"
"14365","2009","5","1","0","20.49","0","162884.13","-160937.78","165873.29","163821.06","2968.67","161119.97","false","877.52"
"14368","2009","5","4","0","21.35","0","168057.1","-160937.78","171067.61","165873.29","2989.16","164665.33","false","907.24"
"14369","2009","5","5","0","0","0","167716.25","-160937.78","170726.76","171067.61","3010.51","168085.59","false","903.8"
"14370","2009","5","6","0","0","0","170694.54","-160937.78","173705.05","170726.76","3010.51","169641.17","false","919.53"
"14371","2009","5","7","0","0","0","165750.83","-160937.78","168761.34","173705.05","3010.51","172807.44","false","907.39"
"14372","2009","5","8","0","0","0","170426.67","-160937.78","173437.18","168761.34","3010.51","168009.21","false","929.23"
"14375","2009","5","11","0","0","0","167162.23","-160937.78","170172.74","173437.18","3010.51","167054.14","false","909.24"
"14376","2009","5","12","0","0","0","165447.82","-160937.78","168458.33","170172.74","3010.51","168778.49","false","908.35"
"14377","2009","5","13","0","0","0","159212.12","-160937.78","162222.63","168458.33","3010.51","163021.06","false","883.92"
"14378","2009","5","14","0","0","0","161273.45","-160937.78","164283.96","162222.63","3010.51","158908.81","false","893.07"
"14379","2009","5","15","0","70.85","0","159506.31","-160937.78","162587.67","164283.96","3010.51","161094.65","false","882.88"
"14382","2009","5","18","0","33.77","0","166072.45","-160937.78","169187.58","162587.67","3081.36","161888.63","false","909.71"
"14383","2009","5","19","0","0","0","167170.25","-160937.78","170285.38","169187.58","3115.13","166038.07","false","908.13"
"14384","2009","5","20","0","0","0","167237.72","-160937.78","170352.85","170285.38","3115.13","169228.8","false","903.47"
"14385","2009","5","21","0","0","0","163404.96","-160937.78","166520.09","170352.85","3115.13","164303.48","false","888.33"
"14386","2009","5","22","0","0","0","164448.09","-160937.78","167563.22","166520.09","3115.13","164493.01","false","887"
"14389","2009","5","25","0","0","0","164448.09","-160937.78","167563.22","167563.22","3115.13","164493.01","false","887"
"14390","2009","5","26","0","0","0","169144.13","-160937.78","172259.26","167563.22","3115.13","163019.35","false","910.33"
"14391","2009","5","27","0","38","0","167163.46","-160937.78","170316.59","172259.26","3115.13","169505.65","false","893.06"
"14392","2009","5","28","0","0","0","169718.86","-160937.78","172871.99","170316.59","3153.13","168661.1","false","906.83"
"14393","2009","5","29","0","0","0","173052.13","-160937.78","176205.26","172871.99","3153.13","171570.59","false","919.14"
"14396","2009","6","1","0","71.23","0","180269.45","-160937.78","183493.81","176205.26","3153.13","176232.19","false","942.87"
"14397","2009","6","2","0","0","0","179765.42","-160937.78","182989.78","183493.81","3224.36","179767.88","false","944.74"
"14398","2009","6","3","0","0","0","174424.97","-160937.78","177649.33","182989.78","3224.36","177918.79","false","931.76"
"14399","2009","6","4","0","0","0","176661.77","-160937.78","179886.13","177649.33","3224.36","175238.95","false","942.46"
"14400","2009","6","5","0","0","0","175429.48","-160937.78","178653.84","179886.13","3224.36","178204.14","false","940.09"
"14403","2009","6","8","0","0","0","174832.75","-160937.78","178057.11","178653.84","3224.36","173920.12","false","939.14"
"14404","2009","6","9","0","0","0","178249.15","-160937.78","181473.51","178057.11","3224.36","177104.6","false","942.43"
"14405","2009","6","10","0","0","0","178369.71","-160937.78","181594.07","181473.51","3224.36","180473.3","false","939.15"
"14406","2009","6","11","0","0","0","179031.38","-160937.78","182255.74","181594.07","3224.36","178533.62","false","944.89"
"14407","2009","6","12","0","21.71","0","177593.1","-160937.78","180839.17","182255.74","3224.36","177539.01","false","946.21"
"14410","2009","6","15","0","0","0","172411.54","-160937.78","175657.61","180839.17","3246.07","175121.79","false","923.72"
"14411","2009","6","16","0","0","0","168967.59","-160937.78","172213.66","175657.61","3246.07","173977.76","false","911.97"
"14412","2009","6","17","0","0","0","167288.48","-160937.78","170534.55","172213.66","3246.07","168209.29","false","910.71"
"14413","2009","6","18","0","0","0","167202.73","-160937.78","170448.8","170534.55","3246.07","167263.46","false","918.37"
"14414","2009","6","19","0","59.29","0","167845.17","-160937.78","171150.53","170448.8","3246.07","168994.45","false","921.23"
"14417","2009","6","22","0","0","0","160502.98","-160937.78","163808.34","171150.53","3305.36","165013.17","false","893.04"
"14418","2009","6","23","0","0","0","161751.33","-160937.78","165056.69","163808.34","3305.36","161746.29","false","895.1"
"14419","2009","6","24","0","0","0","163604.26","-160937.78","166909.62","165056.69","3305.36","163290.94","false","900.94"
"14420","2009","6","25","0","10.78","0","167716.96","-160937.78","171033.1","166909.62","3305.36","162964.96","false","920.26"
"14421","2009","6","26","0","0","0","167492.85","-160937.78","170808.99","171033.1","3316.14","167018.36","false","918.9"
"14424","2009","6","29","0","0","0","168170.2","-160937.78","171486.34","170808.99","3316.14","168377.2","false","927.23"
"14425","2009","6","30","0","0","0","166769.17","-160937.78","170085.31","171486.34","3316.14","168860.32","false","919.32"
"14426","2009","7","1","0","90.86","0","166466.81","-160937.78","169873.81","170085.31","3316.14","168323.61","false","923.33"
"14427","2009","7","2","0","7.42","0","161739.26","-160937.78","165153.68","169873.81","3407","164544.67","false","897.29"
"14428","2009","7","3","0","0","0","161739.26","-160937.78","165153.68","165153.68","3414.42","164544.67","false","897.29"
"14431","2009","7","6","0","0","0","160381.96","-160937.78","163796.38","165153.68","3414.42","160044.26","false","898.72"
"14432","2009","7","7","0","0","0","156954.23","-160937.78","160368.65","163796.38","3414.42","160514.23","false","881.03"
"14433","2009","7","8","0","0","0","157263.89","-160937.78","160678.31","160368.65","3414.42","157284.7","false","879.56"
"14434","2009","7","9","0","0","0","158594.39","-160937.78","162008.81","160678.31","3414.42","158757.43","false","882.68"
"14435","2009","7","10","0","0","0","158104.87","-160937.78","161519.29","162008.81","3414.42","157165.5","false","879.13"
"14438","2009","7","13","0","23.52","0","161158.64","-160937.78","164596.58","161519.29","3414.42","158105.89","false","901.05"
"14439","2009","7","14","0","0","0","162673.4","-160937.78","166111.34","164596.58","3437.94","162137.99","false","905.84"
"14440","2009","7","15","0","-3428.01","0","171876.65","-164448.35","171886.58","166111.34","3437.94","165492.19","false","932.68"
"14441","2009","7","16","0","21.5","0","174360.36","-164448.35","174391.79","171886.58","9.93","170801.68","false","940.74"
"14442","2009","7","17","0","0","0","175359.27","-164448.35","175390.7","174391.79","31.43","174441.83","false","940.38"
"14445","2009","7","20","0","0","0","178924.88","-164448.35","178956.31","175390.7","31.43","177012.91","false","951.13"
"14446","2009","7","21","0","0","0","179728.26","-164448.35","179759.69","178956.31","31.43","180980.02","false","954.58"
"14447","2009","7","22","0","0","0","180431.36","-164448.35","180462.79","179759.69","31.43","178117.62","false","954.07"
"14448","2009","7","23","0","0","0","185291.11","-164448.35","185322.54","180462.79","31.43","180491.39","false","976.29"
"14449","2009","7","24","0","0","0","186428.02","-164448.35","186459.45","185322.54","31.43","184156.64","false","979.26"
"14452","2009","7","27","0","0","0","186712.22","-164448.35","186743.65","186459.45","31.43","186550.15","false","982.18"
"14453","2009","7","28","0","0","0","185943.31","-164448.35","185974.74","186743.65","31.43","184825.61","false","979.62"
"14454","2009","7","29","0","29.75","0","183456.99","-164448.35","183518.17","185974.74","31.43","183902.82","false","975.15"
"14455","2009","7","30","0","0","0","186118.4","-164448.35","186179.58","183518.17","61.18","186032.02","false","986.75"
"14456","2009","7","31","8563.59","46.68","0","178553.2","-159519.68","187224.65","186179.58","61.18","177378.7","false","987.48"
"14459","2009","8","3","8563.59","21.35","0","183566.62","-159519.68","192259.42","187224.65","107.86","181633.26","false","1002.63"
"14460","2009","8","4","8563.59","0","0","182642.8","-159519.68","191335.6","192259.42","129.21","182758.81","false","1005.65"
"14461","2009","8","5","0","8563.59","0","182104.8","-159519.68","190797.6","191335.6","129.21","182750.68","false","1002.72"
"14462","2009","8","6","0","0","0","182540.1","-159519.68","191232.9","190797.6","8692.8","183140.76","false","997.08"
"14463","2009","8","7","0","0","0","184692.47","-159519.68","193385.27","191232.9","8692.8","184407.03","false","1010.48"
"14466","2009","8","10","0","0","0","183819.09","-159519.68","192511.89","193385.27","8692.8","183747.06","false","1007.1"
"14467","2009","8","11","0","0","0","181170.54","-159519.68","189863.34","192511.89","8692.8","182775.52","false","994.35"
"14468","2009","8","12","0","0","0","183852.95","-159519.68","192545.75","189863.34","8692.8","180762.72","false","1005.81"
"14469","2009","8","13","0","0","0","187179.21","-159519.68","195872.01","192545.75","8692.8","185138.11","false","1012.73"
"14470","2009","8","14","0","21.45","0","184113.6","-159519.68","192827.85","195872.01","8692.8","187042.6","false","1004.09"
"14473","2009","8","17","0","83.17","0","177665.8","-159519.68","186463.22","192827.85","8714.25","179248.34","false","979.73"
"14474","2009","8","18","0","0","0","180076.95","-159519.68","188874.37","186463.22","8797.42","178224.45","false","989.67"
"14475","2009","8","19","0","0","0","181536.55","-159519.68","190333.97","188874.37","8797.42","177598.45","false","996.46"
"14476","2009","8","20","0","0","0","182976.58","-159519.68","191774","190333.97","8797.42","181619.67","false","1007.37"
"14477","2009","8","21","0","0","0","187611.31","-159519.68","196408.73","191774","8797.42","184921.1","false","1026.13"
"14480","2009","8","24","0","0","0","187641.21","-159519.68","196438.63","196408.73","8797.42","188789.87","false","1025.56"
"14481","2009","8","25","0","0","0","188319.51","-159519.68","197116.93","196438.63","8797.42","188544.02","false","1028"
"14482","2009","8","26","0","59.01","0","188010.53","-159519.68","196866.96","197116.93","8797.42","187689.23","false","1028.12"
"14483","2009","8","27","0","0","0","188444.07","-159519.68","197300.5","196866.96","8856.43","187571.59","false","1030.98"
"14484","2009","8","28","0","0","0","188808.4","-159519.68","197664.83","197300.5","8856.43","190125.78","false","1028.93"
"14487","2009","8","31","0","0","0","186029.7","-159519.68","194886.13","197664.83","8856.43","186259.72","false","1020.62"
"14488","2009","9","1","0","71.23","0","182866.34","-159519.68","191794","194886.13","8856.43","185786.06","false","998.04"
"14489","2009","9","2","0","0","0","183101.07","-159519.68","192028.73","191794","8927.66","181990.7","false","994.75"
"14490","2009","9","3","0","0","0","186079.91","-159519.68","195007.57","192028.73","8927.66","184586.86","false","1003.24"
"14491","2009","9","4","0","0","0","189229.07","-159519.68","198156.73","195007.57","8927.66","185970.81","false","1016.4"
"14494","2009","9","7","0","0","0","189229.07","-159519.68","198156.73","198156.73","8927.66","185970.81","false","1016.4"
"14495","2009","9","8","0","0","0","191605.52","-159519.68","200533.18","198156.73","8927.66","191663.18","false","1025.39"
"14496","2009","9","9","0","0","0","192051.01","-159519.68","200978.67","200533.18","8927.66","192233.17","false","1033.37"
"14497","2009","9","10","0","0","0","194253.14","-159519.68","203180.8","200978.67","8927.66","192088.11","false","1044.14"
"14498","2009","9","11","0","0","0","195086.13","-159519.68","204013.79","203180.8","8927.66","195058.76","false","1042.73"
"14501","2009","9","14","0","0","0","196163.25","-159519.68","205090.91","204013.79","8927.66","193520.79","false","1049.34"
"14502","2009","9","15","0","5.48","0","197775.49","-159519.68","206708.63","205090.91","8927.66","196968.09","false","1052.63"
"14503","2009","9","16","0","0","0","200207.22","-159519.68","209140.36","206708.63","8933.14","198917.07","false","1068.76"
"14504","2009","9","17","0","0","0","198730.34","-159519.68","207663.48","209140.36","8933.14","199489.79","false","1065.49"
"14505","2009","9","18","0","59.29","0","198779.53","-159519.68","207771.96","207663.48","8933.14","199463.67","false","1068.3"
"14508","2009","9","21","0","0","0","197517.23","-159519.68","206509.66","207771.96","8992.43","196744.99","false","1064.66"
"14509","2009","9","22","0","0","0","199225.89","-159519.68","208218.32","206509.66","8992.43","199023.74","false","1071.66"
"14510","2009","9","23","0","0","0","197157.12","-159519.68","206149.55","208218.32","8992.43","199564.1","false","1060.87"
"14511","2009","9","24","0","0","0","193462.6","-159519.68","202455.03","206149.55","8992.43","197300.04","false","1050.78"
"14512","2009","9","25","0","21.44","0","192320.94","-159519.68","201334.81","202455.03","8992.43","192489.79","false","1044.38"
"14515","2009","9","28","0","0","0","194987.49","-159519.68","204001.36","201334.81","9013.87","192395.73","false","1062.98"
"14516","2009","9","29","0","0","0","196140.72","-159519.68","205154.59","204001.36","9013.87","196019.45","false","1060.61"
"14517","2009","9","30","0","0","0","196260.43","-159519.68","205274.3","205154.59","9013.87","197378.3","false","1057.08"
"14518","2009","10","1","0","54.84","0","191357.15","-159519.68","200425.86","205274.3","9013.87","195961.25","false","1029.85"
"14519","2009","10","2","0","0","0","189204.31","-159519.68","198273.02","200425.86","9068.71","188925.18","false","1025.21"
"14522","2009","10","5","0","0","0","192321.77","-159519.68","201390.48","198273.02","9068.71","189667.55","false","1040.46"
"14523","2009","10","6","0","0","0","196123.27","-159519.68","205191.98","201390.48","9068.71","194188.22","false","1054.72"
"14524","2009","10","7","0","0","0","198302.53","-159519.68","207371.24","205191.98","9068.71","196101.69","false","1057.58"
"14525","2009","10","8","0","0","0","202670.63","-159519.68","211739.34","207371.24","9068.71","199666.75","false","1065.48"
"14526","2009","10","9","0","0","0","203149.67","-159519.68","212218.38","211739.34","9068.71","202323.42","false","1071.49"
"14529","2009","10","12","0","0","0","203824.65","-159519.68","212893.36","212218.38","9068.71","204252.34","false","1076.19"
"14530","2009","10","13","0","23.52","0","203854.44","-159519.68","212946.67","212893.36","9068.71","203774.63","false","1073.19"
"14531","2009","10","14","0","0","0","207326.81","-159519.68","216419.04","212946.67","9092.23","206250.32","false","1092.02"
"14532","2009","10","15","0","115.07","0","208017.78","-159519.68","217225.08","216419.04","9092.23","206159.09","false","1096.56"
"14533","2009","10","16","0","0","0","206279.93","-159519.68","215487.23","217225.08","9207.3","207110.13","false","1087.68"
"14536","2009","10","19","0","0","0","210728.88","-159519.68","219936.18","215487.23","9207.3","207305.02","false","1097.91"
"14537","2009","10","20","0","0","0","208366.21","-159519.68","217573.51","219936.18","9207.3","210852.55","false","1091.06"
"14538","2009","10","21","0","0","0","206544.75","-159519.68","215752.05","217573.51","9207.3","207875.94","false","1081.4"
"14539","2009","10","22","0","0","0","209608.25","-159519.68","218815.55","215752.05","9207.3","206766.78","false","1092.91"
"14540","2009","10","23","0","0","0","205717.04","-159519.68","214924.34","218815.55","9207.3","209900.97","false","1079.6"
"14543","2009","10","26","0","0","0","202952.74","-159519.68","212160.04","214924.34","9207.3","205990.27","false","1066.95"
"14544","2009","10","27","0","0","0","200102.19","-159519.68","209309.49","212160.04","9207.3","202844.44","false","1063.41"
"14545","2009","10","28","0","29.75","0","194342.22","-159519.68","203579.27","209309.49","9207.3","199389.2","false","1042.63"
"14546","2009","10","29","0","0","0","200912.88","-159519.68","210149.93","203579.27","9237.05","197445.11","false","1066.11"
"14547","2009","10","30","0","46.68","0","194861.76","-159519.68","204145.49","210149.93","9237.05","201085.06","false","1036.19"
"14550","2009","11","2","0","0","0","196600.71","-159519.68","205884.44","204145.49","9283.73","195938.93","false","1042.88"
"14551","2009","11","3","0","21.35","0","197869.69","-159519.68","207174.77","205884.44","9283.73","195157.69","false","1045.41"
"14552","2009","11","4","0","0","0","198165.19","-159519.68","207470.27","207174.77","9305.08","199356.23","false","1046.5"
"14553","2009","11","5","0","0","0","200311.38","-159519.68","209616.46","207470.27","9305.08","196947.76","false","1066.63"
"14554","2009","11","6","0","0","0","200364.87","-159519.68","209669.95","209616.46","9305.08","198946.24","false","1069.3"
"14557","2009","11","9","0","0","0","205567.2","-159519.68","214872.28","209669.95","9305.08","202267.78","false","1093.08"
"14558","2009","11","10","0","0","0","204143.07","-159519.68","213448.15","214872.28","9305.08","204583.49","false","1093.01"
"14559","2009","11","11","0","0","0","204757.93","-159519.68","214063.01","213448.15","9305.08","205750.08","false","1098.51"
"14560","2009","11","12","0","0","0","202292.88","-159519.68","211597.96","214063.01","9305.08","204253.39","false","1087.24"
"14561","2009","11","13","0","21.45","0","203942.02","-159519.68","213268.55","211597.96","9305.08","202859.33","false","1093.48"
"14564","2009","11","16","0","86.24","0","207314.28","-159519.68","216727.05","213268.55","9326.53","205595.73","false","1109.3"
"14565","2009","11","17","0","0","0","206686.85","-159519.68","216099.62","216727.05","9412.77","206065.09","false","1110.32"
"14566","2009","11","18","0","0","0","206010.91","-159519.68","215423.68","216099.62","9412.77","207036.68","false","1109.8"
"14567","2009","11","19","0","10.23","0","203168.92","-159519.68","212591.92","215423.68","9412.77","204300.56","false","1094.9"
"14568","2009","11","20","0","0","0","202073.8","-159519.68","211496.8","212591.92","9423","201756.33","false","1091.38"
"14571","2009","11","23","0","0","0","204076.55","-159519.68","213499.55","211496.8","9423","204763.64","false","1106.24"
"14572","2009","11","24","0","41.69","0","203741.51","-159519.68","213206.2","213499.55","9423","204047.29","false","1105.65"
"14573","2009","11","25","0","0","0","206137.1","-159519.68","215601.79","213206.2","9464.69","204503.46","false","1110.63"
"14574","2009","11","26","0","0","0","206137.1","-159519.68","215601.79","215601.79","9464.69","204503.46","false","1110.63"
"14575","2009","11","27","0","0","0","202148.56","-159519.68","211613.25","215601.79","9464.69","200027.97","false","1091.49"
"14578","2009","11","30","0","0","0","202367.3","-159519.68","211831.99","211613.25","9464.69","202113.41","false","1095.63"
"14579","2009","12","1","0","73.9","0","205256.5","-159519.68","214795.09","211831.99","9464.69","204452.9","false","1108.86"
"14580","2009","12","2","0","0","0","204672.3","-159519.68","214210.89","214795.09","9538.59","204719.5","false","1109.24"
"14581","2009","12","3","0","0","0","202304.16","-159519.68","211842.75","214210.89","9538.59","204560.12","false","1099.92"
"14582","2009","12","4","0","0","0","202040.51","-159519.68","211579.1","211842.75","9538.59","204635.09","false","1105.98"
"14585","2009","12","7","0","0","0","201918.39","-159519.68","211456.98","211579.1","9538.59","202020.96","false","1103.25"
"14586","2009","12","8","0","0","0","200043.72","-159519.68","209582.31","211456.98","9538.59","200596.88","false","1091.94"
"14587","2009","12","9","0","0","0","201541.82","-159519.68","211080.41","209582.31","9538.59","200145.01","false","1095.95"
"14588","2009","12","10","0","0","0","202572.13","-159519.68","212110.72","211080.41","9538.59","202646.91","false","1102.35"
"14589","2009","12","11","0","0","0","202883.65","-159519.68","212422.24","212110.72","9538.59","203307.85","false","1106.41"
"14592","2009","12","14","0","0","0","204432.74","-159519.68","213971.33","212422.24","9538.59","204175.91","false","1114.11"
"14593","2009","12","15","0","5.48","0","203633.01","-159519.68","213177.08","213971.33","9538.59","203770.27","false","1107.93"
"14594","2009","12","16","0","0","0","204404.52","-159519.68","213948.59","213177.08","9544.07","204720.55","false","1109.18"
"14595","2009","12","17","0","0","0","200877.38","-159519.68","210421.45","213948.59","9544.07","202712.29","false","1096.08"
"14596","2009","12","18","0","60.3","0","201085.16","-159519.68","210689.53","210421.45","9544.07","202201.09","false","1102.47"
"14599","2009","12","21","0","0","0","203020.09","-159519.68","212624.46","210689.53","9604.37","202644.47","false","1114.05"
"14600","2009","12","22","0","0","0","203240.8","-159519.68","212845.17","212624.46","9604.37","203197.03","false","1118.02"
"14601","2009","12","23","0","22.23","0","205078.67","-159519.68","214705.27","212845.17","9604.37","203869.71","false","1120.59"
"14602","2009","12","24","0","0","0","205831","-159519.68","215457.6","214705.27","9626.6","205773.53","false","1126.48"
"14603","2009","12","25","0","0","0","205831","-159519.68","215457.6","215457.6","9626.6","205773.53","false","1126.48"
"14606","2009","12","28","0","0","0","206070.16","-159519.68","215696.76","215457.6","9626.6","206444.35","false","1127.78"
"14607","2009","12","29","0","0","0","205844.3","-159519.68","215470.9","215696.76","9626.6","206659.92","false","1126.2"
"14608","2009","12","30","0","0","0","205761.86","-159519.68","215388.46","215470.9","9626.6","204966.21","false","1126.42"
"14609","2009","12","31","0","0","0","203683.95","-159519.68","213310.55","215388.46","9626.6","205990.18","false","1115.1"
"14610","2010","1","1","0","0","0","203683.95","-159519.68","213310.55","213310.55","9626.6","205990.18","false","1115.1"
"14613","2010","1","4","110781.74","-106165.83","0","202474.92","-193682.06","216717.43","213310.55","9626.6","95814.26","false","1132.99"
"14614","2010","1","5","110781.74","0","0","203172.33","-193682.06","217414.84","216717.43","-96539.23","202471.02","false","1136.52"
"14615","2010","1","6","110781.74","0","0","203904.17","-193682.06","218146.68","217414.84","-96539.23","202959.92","false","1137.14"
"14616","2010","1","7","0","110781.74","0","205319.01","-193682.06","219561.52","218146.68","-96539.23","203892.74","false","1141.69"
"14617","2010","1","8","0","0","0","206179.84","-193682.06","220422.35","219561.52","14242.51","204644.83","false","1144.98"
"14620","2010","1","11","0","23.52","0","206456","-193682.06","220722.03","220422.35","14242.51","207163.8","false","1146.98"
"14621","2010","1","12","0","0","0","203581.29","-193682.06","217847.32","220722.03","14266.03","205238.8","false","1136.22"
"14622","2010","1","13","0","0","0","205295.9","-193682.06","219561.93","217847.32","14266.03","203969.52","false","1145.68"
"14623","2010","1","14","0","28.92","0","205459.07","-193682.06","219754.02","219561.93","14266.03","204530.7","false","1148.46"
"14624","2010","1","15","0","94.02","0","203860.51","-193682.06","218249.48","219754.02","14294.95","205235.43","false","1136.03"
"14627","2010","1","18","0","0","0","203860.51","-193682.06","218249.48","218249.48","14388.97","205235.43","false","1136.03"
